Grp	sID	Phase	Trial	S/L	L/R	RE	
1.000	11.000	3.000	1.000	20.807	-19.605	28.589
1.000	11.000	3.000	2.000	-30.099	-6.432	30.778
1.000	11.000	3.000	3.000	-37.470	-5.140	37.821
1.000	11.000	3.000	4.000	37.869	7.794	38.662
1.000	11.000	3.000	5.000	54.982	10.416	55.960
1.000	11.000	3.000	6.000	-17.420	-8.816	19.523
1.000	11.000	3.000	7.000	3.415	-13.870	14.284
1.000	11.000	3.000	8.000	12.658	-13.297	18.359
1.000	11.000	3.000	9.000	60.289	9.423	61.021
1.000	11.000	3.000	10.000	81.093	-11.952	81.969
