Grp	sID	Phase	Trial	S/L	L/R	RE	
1.000	21.000	3.000	1.000	15.870	-5.552	16.813
1.000	21.000	3.000	2.000	29.599	-19.071	35.211
1.000	21.000	3.000	3.000	31.904	-2.308	31.988
1.000	21.000	3.000	4.000	-19.141	-11.627	22.396
1.000	21.000	3.000	5.000	-9.885	-6.896	12.052
1.000	21.000	3.000	6.000	36.878	-21.033	42.455
1.000	21.000	3.000	7.000	-32.370	-13.822	35.197
1.000	21.000	3.000	8.000	2.626	-14.781	15.012
1.000	21.000	3.000	9.000	4.133	-16.403	16.915
1.000	21.000	3.000	10.000	-4.568	-19.947	20.463
