Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	23.000	3.000	1.000	43.383	-21.740	48.526
2.000	23.000	3.000	2.000	-0.163	-17.905	17.906
2.000	23.000	3.000	3.000	-28.446	-14.630	31.987
2.000	23.000	3.000	4.000	41.152	-32.214	52.261
2.000	23.000	3.000	5.000	10.902	-22.973	25.429
2.000	23.000	3.000	6.000	-4.164	-23.979	24.338
2.000	23.000	3.000	7.000	11.372	-12.112	16.614
2.000	23.000	3.000	8.000	-5.633	-23.297	23.968
2.000	23.000	3.000	9.000	38.595	-25.076	46.026
2.000	23.000	3.000	10.000	40.749	-25.855	48.259
