Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	53.000	3.000	1.000	-0.098	-26.077	26.078
2.000	53.000	3.000	2.000	8.333	-19.999	21.666
2.000	53.000	3.000	3.000	2.549	-24.509	24.641
2.000	53.000	3.000	4.000	122.936	-28.920	126.292
2.000	53.000	3.000	5.000	6.078	-18.823	19.780
2.000	53.000	3.000	6.000	-19.607	-17.254	26.118
2.000	53.000	3.000	7.000	-7.059	-26.175	27.110
2.000	53.000	3.000	8.000	-85.781	-1.667	85.797
2.000	53.000	3.000	9.000	61.664	-1.765	61.690
2.000	53.000	3.000	10.000	43.136	-21.862	48.359
