Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	38.000	3.000	1.000	93.745	-42.297	102.846
2.000	38.000	3.000	2.000	35.491	-31.900	47.720
2.000	38.000	3.000	3.000	55.170	-35.170	65.427
2.000	38.000	3.000	4.000	62.234	-29.307	68.789
2.000	38.000	3.000	5.000	5.330	-29.001	29.487
2.000	38.000	3.000	6.000	24.620	-31.291	39.816
2.000	38.000	3.000	7.000	117.957	-31.962	122.210
2.000	38.000	3.000	8.000	114.605	-43.219	122.483
2.000	38.000	3.000	9.000	90.000	-28.729	94.474
2.000	38.000	3.000	10.000	36.368	-34.252	49.958
