Grp	sID	Phase	Trial	S/L	L/R	RE	
1.000	29.000	3.000	1.000	36.044	7.168	36.750
1.000	29.000	3.000	2.000	87.979	9.975	88.542
1.000	29.000	3.000	3.000	37.483	-2.173	37.546
1.000	29.000	3.000	4.000	88.545	9.368	89.039
1.000	29.000	3.000	5.000	90.000	18.100	91.802
1.000	29.000	3.000	6.000	85.244	-1.277	85.253
1.000	29.000	3.000	7.000	105.661	12.201	106.363
1.000	29.000	3.000	8.000	90.000	11.029	90.673
1.000	29.000	3.000	9.000	125.192	25.514	127.766
1.000	29.000	3.000	10.000	43.846	17.854	47.342
