Grp	sID	Phase	Trial	S/L	L/R	RE	
1.000	37.000	3.000	1.000	-51.509	0.262	51.510
1.000	37.000	3.000	2.000	26.985	-15.361	31.051
1.000	37.000	3.000	3.000	-43.670	-6.832	44.201
1.000	37.000	3.000	4.000	-48.923	-16.151	51.520
1.000	37.000	3.000	5.000	-26.092	-15.866	30.537
1.000	37.000	3.000	6.000	-87.983	-9.268	88.470
1.000	37.000	3.000	7.000	-20.148	-5.675	20.931
1.000	37.000	3.000	8.000	-39.377	-17.797	43.212
1.000	37.000	3.000	9.000	1.264	-22.450	22.485
1.000	37.000	3.000	10.000	-10.126	-19.715	22.163
