Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	18.000	3.000	1.000	117.849	-34.730	122.860
2.000	18.000	3.000	2.000	59.803	-32.487	68.057
2.000	18.000	3.000	3.000	90.000	-24.682	93.323
2.000	18.000	3.000	4.000	90.000	-10.829	90.649
2.000	18.000	3.000	5.000	108.289	-43.803	116.812
2.000	18.000	3.000	6.000	63.998	-38.340	74.603
2.000	18.000	3.000	7.000	36.779	-27.901	46.165
2.000	18.000	3.000	8.000	86.631	-36.877	94.153
2.000	18.000	3.000	9.000	107.996	-36.584	114.024
2.000	18.000	3.000	10.000	90.000	-33.169	95.918
