Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	12.000	3.000	1.000	29.675	-0.490	29.679
2.000	12.000	3.000	2.000	-88.926	1.469	88.938
2.000	12.000	3.000	3.000	-87.653	1.469	87.665
2.000	12.000	3.000	4.000	97.741	-6.758	97.974
2.000	12.000	3.000	5.000	20.469	-2.057	20.572
2.000	12.000	3.000	6.000	-3.428	-4.701	5.818
2.000	12.000	3.000	7.000	-19.783	-13.417	23.904
2.000	12.000	3.000	8.000	43.092	0.686	43.097
2.000	12.000	3.000	9.000	85.401	-32.417	91.346
2.000	12.000	3.000	10.000	32.417	-19.196	37.674
