Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	17.000	3.000	1.000	16.724	-6.911	18.096
2.000	17.000	3.000	2.000	21.144	-6.796	22.209
2.000	17.000	3.000	3.000	-46.634	-5.972	47.015
2.000	17.000	3.000	4.000	-25.027	-5.399	25.603
2.000	17.000	3.000	5.000	-33.817	-18.594	38.592
2.000	17.000	3.000	6.000	-64.924	-0.540	64.927
2.000	17.000	3.000	7.000	-35.206	-14.965	38.255
2.000	17.000	3.000	8.000	-73.651	-4.600	73.795
2.000	17.000	3.000	9.000	17.586	-27.043	32.259
2.000	17.000	3.000	10.000	-47.923	-2.735	48.001
