Grp	sID	Phase	Trial	S/L	L/R	RE	
1.000	60.000	3.000	1.000	6.090	-31.728	32.308
1.000	60.000	3.000	2.000	-27.504	-21.709	35.040
1.000	60.000	3.000	3.000	-60.706	-8.251	61.264
1.000	60.000	3.000	4.000	6.385	-20.432	21.406
1.000	60.000	3.000	5.000	-23.772	-13.556	27.365
1.000	60.000	3.000	6.000	-20.039	-15.619	25.407
1.000	60.000	3.000	7.000	-0.098	-23.281	23.281
1.000	60.000	3.000	8.000	10.216	-23.379	25.513
1.000	60.000	3.000	9.000	-5.108	-21.119	21.728
1.000	60.000	3.000	10.000	10.511	-11.788	15.793
