Grp	sID	Phase	Trial	S/L	L/R	RE	
1.000	34.000	3.000	1.000	-45.390	-2.255	45.446
1.000	34.000	3.000	2.000	-87.742	0.882	87.746
1.000	34.000	3.000	3.000	43.920	-18.823	47.783
1.000	34.000	3.000	4.000	54.508	-10.392	55.489
1.000	34.000	3.000	5.000	38.234	-16.862	41.787
1.000	34.000	3.000	6.000	27.646	-10.588	29.604
1.000	34.000	3.000	7.000	42.449	-8.529	43.298
1.000	34.000	3.000	8.000	45.292	-10.588	46.513
1.000	34.000	3.000	9.000	57.645	-0.196	57.645
1.000	34.000	3.000	10.000	34.312	-7.843	35.197
