Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	51.000	3.000	1.000	-83.461	7.480	83.796
2.000	51.000	3.000	2.000	-80.017	9.941	80.632
2.000	51.000	3.000	3.000	-62.990	8.366	63.543
2.000	51.000	3.000	4.000	0.689	-3.149	3.224
2.000	51.000	3.000	5.000	-12.204	14.271	18.778
2.000	51.000	3.000	6.000	-44.585	2.559	44.658
2.000	51.000	3.000	7.000	-82.379	8.661	82.833
2.000	51.000	3.000	8.000	-55.313	3.346	55.414
2.000	51.000	3.000	9.000	-53.836	7.677	54.381
2.000	51.000	3.000	10.000	5.610	18.602	19.429
