Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	54.000	3.000	1.000	-49.909	-5.392	50.199
2.000	54.000	3.000	2.000	-86.393	0.640	86.396
2.000	54.000	3.000	3.000	25.986	-22.940	34.663
2.000	54.000	3.000	4.000	-45.040	-18.707	48.770
2.000	54.000	3.000	5.000	49.080	-21.122	53.432
2.000	54.000	3.000	6.000	-67.911	-5.263	68.115
2.000	54.000	3.000	7.000	105.109	-40.495	112.640
2.000	54.000	3.000	8.000	28.248	-16.193	32.560
2.000	54.000	3.000	9.000	37.815	-28.440	47.316
2.000	54.000	3.000	10.000	21.382	-25.965	33.636
