Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	15.000	3.000	1.000	-25.430	30.220	39.496
2.000	15.000	3.000	2.000	-65.821	-3.490	65.913
2.000	15.000	3.000	3.000	-24.151	-17.141	29.615
2.000	15.000	3.000	4.000	-60.460	-8.871	61.108
2.000	15.000	3.000	5.000	-67.102	-9.737	67.805
2.000	15.000	3.000	6.000	-58.411	-9.363	59.156
2.000	15.000	3.000	7.000	-62.810	-12.382	64.019
2.000	15.000	3.000	8.000	-58.419	-13.952	60.062
2.000	15.000	3.000	9.000	-54.804	-12.592	56.232
2.000	15.000	3.000	10.000	-79.294	-2.196	79.324
