Grp	sID	Phase	Trial	S/L	L/R	RE	
1.000	14.000	3.000	1.000	17.252	-5.480	18.101
1.000	14.000	3.000	2.000	60.090	-4.213	60.237
1.000	14.000	3.000	3.000	41.629	-10.113	42.840
1.000	14.000	3.000	4.000	19.815	-6.303	20.793
1.000	14.000	3.000	5.000	8.882	-11.836	14.798
1.000	14.000	3.000	6.000	71.128	-24.808	75.330
1.000	14.000	3.000	7.000	36.469	-11.307	38.181
1.000	14.000	3.000	8.000	47.122	-19.286	50.916
1.000	14.000	3.000	9.000	32.371	-16.196	36.197
1.000	14.000	3.000	10.000	90.000	-27.165	94.010
