Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	13.000	3.000	1.000	-44.571	-9.774	45.630
2.000	13.000	3.000	2.000	42.714	-24.436	49.210
2.000	13.000	3.000	3.000	45.842	-15.444	48.373
2.000	13.000	3.000	4.000	98.330	-18.669	100.087
2.000	13.000	3.000	5.000	77.511	-8.895	78.020
2.000	13.000	3.000	6.000	30.692	-14.955	34.141
2.000	13.000	3.000	7.000	99.601	-19.158	101.427
2.000	13.000	3.000	8.000	103.511	-13.391	104.373
2.000	13.000	3.000	9.000	90.000	-11.632	90.749
2.000	13.000	3.000	10.000	59.037	-23.654	63.600
