Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	46.000	3.000	1.000	10.665	-8.610	13.707
2.000	46.000	3.000	2.000	3.327	-9.687	10.242
2.000	46.000	3.000	3.000	40.605	-5.675	41.000
2.000	46.000	3.000	4.000	12.328	-24.657	27.567
2.000	46.000	3.000	5.000	-42.171	-3.914	42.352
2.000	46.000	3.000	6.000	27.005	-12.622	29.809
2.000	46.000	3.000	7.000	4.109	-5.186	6.617
2.000	46.000	3.000	8.000	-39.138	-19.373	43.670
2.000	46.000	3.000	9.000	-19.275	-19.862	27.678
2.000	46.000	3.000	10.000	18.003	-32.484	37.140
