Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	55.000	3.000	1.000	28.899	-9.583	30.446
2.000	55.000	3.000	2.000	29.909	8.816	31.181
2.000	55.000	3.000	3.000	74.305	16.119	76.033
2.000	55.000	3.000	4.000	90.000	19.425	92.072
2.000	55.000	3.000	5.000	90.000	18.506	91.883
2.000	55.000	3.000	6.000	80.170	17.608	82.081
2.000	55.000	3.000	7.000	28.342	9.300	29.828
2.000	55.000	3.000	8.000	90.000	28.709	94.468
2.000	55.000	3.000	9.000	90.000	30.192	94.929
2.000	55.000	3.000	10.000	90.000	30.676	95.084
