Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	9.000	3.000	1.000	90.000	-5.485	90.167
2.000	9.000	3.000	2.000	-7.639	-7.933	11.013
2.000	9.000	3.000	3.000	-38.000	-4.407	38.254
2.000	9.000	3.000	4.000	-14.397	-11.459	18.400
2.000	9.000	3.000	5.000	-75.706	-2.448	75.745
2.000	9.000	3.000	6.000	11.850	-19.490	22.810
2.000	9.000	3.000	7.000	45.345	-23.505	51.075
2.000	9.000	3.000	8.000	20.175	-12.536	23.753
2.000	9.000	3.000	9.000	25.366	-17.923	31.059
2.000	9.000	3.000	10.000	56.216	-7.149	56.669
