Grp	sID	Phase	Trial	S/L	L/R	RE	
1.000	43.000	3.000	1.000	95.862	-5.261	96.006
1.000	43.000	3.000	2.000	105.732	14.974	106.787
1.000	43.000	3.000	3.000	51.985	-5.388	52.263
1.000	43.000	3.000	4.000	70.893	-3.697	70.990
1.000	43.000	3.000	5.000	59.142	-3.359	59.237
1.000	43.000	3.000	6.000	53.634	-9.508	54.470
1.000	43.000	3.000	7.000	70.420	0.516	70.421
1.000	43.000	3.000	8.000	76.666	-5.188	76.841
1.000	43.000	3.000	9.000	94.001	-5.254	94.147
1.000	43.000	3.000	10.000	47.112	0.898	47.120
