Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	8.000	3.000	1.000	91.370	-23.589	94.366
2.000	8.000	3.000	2.000	28.153	-28.144	39.808
2.000	8.000	3.000	3.000	39.609	-30.812	50.182
2.000	8.000	3.000	4.000	68.609	-16.789	70.634
2.000	8.000	3.000	5.000	70.163	-17.139	72.226
2.000	8.000	3.000	6.000	27.399	-27.333	38.701
2.000	8.000	3.000	7.000	56.181	-16.631	58.591
2.000	8.000	3.000	8.000	70.040	-17.820	72.272
2.000	8.000	3.000	9.000	47.820	-28.467	55.652
2.000	8.000	3.000	10.000	-9.303	-21.593	23.512
