Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	5.000	3.000	1.000	113.359	-22.703	115.610
2.000	5.000	3.000	2.000	71.399	-14.802	72.917
2.000	5.000	3.000	3.000	90.000	2.321	90.030
2.000	5.000	3.000	4.000	90.000	-8.819	90.431
2.000	5.000	3.000	5.000	104.275	-13.979	105.208
2.000	5.000	3.000	6.000	90.000	-21.241	92.473
2.000	5.000	3.000	7.000	90.000	-14.794	91.208
2.000	5.000	3.000	8.000	90.000	-29.861	94.824
2.000	5.000	3.000	9.000	90.000	3.215	90.057
2.000	5.000	3.000	10.000	95.313	8.345	95.677
