Grp	sID	Phase	Trial	S/L	L/R	RE	
1.000	44.000	3.000	1.000	-71.493	0.951	71.499
1.000	44.000	3.000	2.000	-86.384	-0.267	86.385
1.000	44.000	3.000	3.000	-11.509	-13.375	17.645
1.000	44.000	3.000	4.000	-42.126	-3.174	42.245
1.000	44.000	3.000	5.000	-31.759	-7.130	32.549
1.000	44.000	3.000	6.000	-15.111	-7.681	16.951
1.000	44.000	3.000	7.000	-19.048	-12.759	22.926
1.000	44.000	3.000	8.000	-38.127	-7.694	38.896
1.000	44.000	3.000	9.000	6.044	-7.564	9.682
1.000	44.000	3.000	10.000	-32.049	-6.149	32.634
