Grp	sID	Phase	Trial	S/L	L/R	RE	
1.000	42.000	3.000	1.000	25.464	-24.446	35.299
1.000	42.000	3.000	2.000	47.983	-6.023	48.360
1.000	42.000	3.000	3.000	125.356	-25.156	127.856
1.000	42.000	3.000	4.000	29.868	-25.270	39.124
1.000	42.000	3.000	5.000	58.755	-28.964	65.506
1.000	42.000	3.000	6.000	53.952	-18.038	56.888
1.000	42.000	3.000	7.000	81.826	-3.782	81.913
1.000	42.000	3.000	8.000	90.000	-11.836	90.775
1.000	42.000	3.000	9.000	90.000	-19.018	91.987
1.000	42.000	3.000	10.000	112.558	-20.237	114.363
