Grp	sID	Phase	Trial	S/L	L/R	RE	
1.000	24.000	4.000	1.000	-53.977	-32.021	62.760
1.000	24.000	4.000	2.000	25.299	-84.826	88.518
1.000	24.000	4.000	3.000	-63.692	-25.212	68.500
1.000	24.000	4.000	4.000	
1.000	24.000	4.000	5.000	-80.532	-22.542	83.627
1.000	24.000	4.000	6.000	-91.686	-22.587	94.427
1.000	24.000	4.000	7.000	-44.776	-32.766	55.485
1.000	24.000	4.000	8.000	-43.437	-25.422	50.329
1.000	24.000	4.000	9.000	52.135	-43.718	68.040
1.000	24.000	4.000	10.000	-106.77	-17.561	108.209
