Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	53.000	4.000	1.000	-4.062	-10.190	10.970
2.000	53.000	4.000	2.000	-65.028	-0.998	65.036
2.000	53.000	4.000	3.000	2.340	-15.618	15.793
2.000	53.000	4.000	4.000	33.792	-23.766	41.313
2.000	53.000	4.000	5.000	2.436	-31.585	31.679
2.000	53.000	4.000	6.000	8.709	-15.659	17.918
2.000	53.000	4.000	7.000	-74.972	-7.021	75.300
2.000	53.000	4.000	8.000	-129.567	-6.001	129.706
2.000	53.000	4.000	9.000	-6.054	-12.884	14.235
2.000	53.000	4.000	10.000	82.466	-23.069	85.632
