Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	36.000	4.000	1.000	122.623	-30.558	126.374
2.000	36.000	4.000	2.000	132	15.769	116.254
2.000	36.000	4.000	3.000	2.155	-14.789	14.945
2.000	36.000	4.000	4.000	85.503	-2.351	85.536
2.000	36.000	4.000	5.000	61.801	-6.856	62.181
2.000	36.000	4.000	6.000	-42.311	-4.505	42.550
2.000	36.000	4.000	7.000	7.052	-14.104	15.768
2.000	36.000	4.000	8.000	27.816	-15.965	32.071
2.000	36.000	4.000	9.000	2.449	-22.625	22.757
2.000	36.000	4.000	10.000	-52.399	-4.799	52.618
