Grp	sID	Phase	Trial	S/L	L/R	RE	
1.000	14.000	4.000	1.000	18.981	-17.220	25.628
1.000	14.000	4.000	2.000	80.914	-15.752	82.433
1.000	14.000	4.000	3.000	90.000	-10.958	90.665
1.000	14.000	4.000	4.000	90.000	-9.491	90.499
1.000	14.000	4.000	5.000	90.000	-10.078	90.562
1.000	14.000	4.000	6.000	34.538	-15.361	37.800
1.000	14.000	4.000	7.000	90.000	-21.721	92.584
1.000	14.000	4.000	8.000	102.439	-21.427	104.656
1.000	14.000	4.000	9.000	90.000	-34.342	96.330
1.000	14.000	4.000	10.000	90.000	-9.393	90.489
