Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	55.000	4.000	1.000	32.777	-13.248	35.353
2.000	55.000	4.000	2.000	90.000	17.860	91.755
2.000	55.000	4.000	3.000	90.000	11.384	90.717
2.000	55.000	4.000	4.000	54.955	33.464	64.342
2.000	55.000	4.000	5.000	90.000	-11.580	90.742
2.000	55.000	4.000	6.000	90.000	-9.617	90.512
2.000	55.000	4.000	7.000	90.000	-16.290	91.462
2.000	55.000	4.000	8.000	90.000	-13.346	90.984
2.000	55.000	4.000	9.000	51.619	-8.636	52.336
2.000	55.000	4.000	10.000	90.000	-16.879	91.569
