Grp	sID	Phase	Trial	S/L	L/R	RE	
1.000	25.000	4.000	1.000	23.401	-14.427	27.491
1.000	25.000	4.000	2.000	-57.408	7.685	57.920
1.000	25.000	4.000	3.000	16.383	-23.961	29.027
1.000	25.000	4.000	4.000	102.013	-9.775	102.481
1.000	25.000	4.000	5.000	103.054	-0.316	103.054
1.000	25.000	4.000	6.000	90.000	0.302	90.001
1.000	25.000	4.000	7.000	90.000	-18.358	91.853
1.000	25.000	4.000	8.000	18.642	-13.270	22.883
1.000	25.000	4.000	9.000	102.956	8.307	103.291
1.000	25.000	4.000	10.000	82.077	-17.642	83.951
