Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	13.000	4.000	1.000	-8.308	-29.226	30.384
2.000	13.000	4.000	2.000	51.610	-12.609	53.128
2.000	13.000	4.000	3.000	9.579	-8.504	12.809
2.000	13.000	4.000	4.000	57.769	-5.278	58.009
2.000	13.000	4.000	5.000	13.196	-16.812	21.373
2.000	13.000	4.000	6.000	51.513	-6.451	51.915
2.000	13.000	4.000	7.000	91.100	-16.910	92.656
2.000	13.000	4.000	8.000	48.874	-13.489	50.701
2.000	13.000	4.000	9.000	79.762	-19.549	82.122
2.000	13.000	4.000	10.000	93.446	-17.497	95.070
