Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	38.000	4.000	1.000	-91.654	-1.157	91.661
2.000	38.000	4.000	2.000	2.082	-11.085	11.279
2.000	38.000	4.000	3.000	21.118	-10.362	23.523
2.000	38.000	4.000	4.000	-62.313	-0.610	62.316
2.000	38.000	4.000	5.000	20.727	-10.755	23.351
2.000	38.000	4.000	6.000	-28.636	-9.672	30.225
2.000	38.000	4.000	7.000	21.528	-19.389	28.972
2.000	38.000	4.000	8.000	90.000	-35.291	96.672
2.000	38.000	4.000	9.000	22.229	-26.650	34.703
2.000	38.000	4.000	10.000	110.567	-36.392	116.402
