Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	47.000	4.000	1.000	90.000	-7.240	90.291
2.000	47.000	4.000	2.000	103.611	-35.711	109.592
2.000	47.000	4.000	3.000	90.000	-33.558	96.053
2.000	47.000	4.000	4.000	46.082	-29.645	54.794
2.000	47.000	4.000	5.000	105.861	-14.969	106.914
2.000	47.000	4.000	6.000	90.000	-14.382	91.142
2.000	47.000	4.000	7.000	96.273	12.817	97.122
2.000	47.000	4.000	8.000	56.159	-11.251	57.275
2.000	47.000	4.000	9.000	41.777	-11.545	43.343
2.000	47.000	4.000	10.000	28.764	-11.741	31.068
