Grp	sID	Phase	Trial	S/L	L/R	RE	
1.000	22.000	4.000	1.000	121.308	-33.206	125.771
1.000	22.000	4.000	2.000	54.256	-31.975	62.977
1.000	22.000	4.000	3.000	-56.539	-18.948	59.629
1.000	22.000	4.000	4.000	-36.665	-25.369	44.586
1.000	22.000	4.000	5.000	-79.600	-15.027	81.006
1.000	22.000	4.000	6.000	-64.019	-16.333	66.070
1.000	22.000	4.000	7.000	-69.967	-11.735	70.945
1.000	22.000	4.000	8.000	17.632	-24.562	30.235
1.000	22.000	4.000	9.000	-32.078	-6.993	32.832
1.000	22.000	4.000	10.000	-15.287	-28.046	31.942
