Grp	sID	Phase	Trial	S/L	L/R	RE	
1.000	56.000	4.000	1.000	-60.148	-3.528	60.251
1.000	56.000	4.000	2.000	-17.843	-14.974	23.294
1.000	56.000	4.000	3.000	-6.902	-17.004	18.352
1.000	56.000	4.000	4.000	40.932	-8.226	41.750
1.000	56.000	4.000	5.000	-10.229	-13.300	16.778
1.000	56.000	4.000	6.000	52.262	-9.279	53.079
1.000	56.000	4.000	7.000	46.911	-20.226	51.085
1.000	56.000	4.000	8.000	49.846	-23.346	55.042
1.000	56.000	4.000	9.000	77.455	-8.745	77.947
1.000	56.000	4.000	10.000	53.263	-22.949	57.997
