Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	17.000	4.000	1.000	22.611	7.386	23.786
2.000	17.000	4.000	2.000	60.592	17.934	63.190
2.000	17.000	4.000	3.000	82.147	13.075	83.181
2.000	17.000	4.000	4.000	90.000	35.873	96.886
2.000	17.000	4.000	5.000	-21.309	31.400	37.948
2.000	17.000	4.000	6.000	90.000	45.771	100.970
2.000	17.000	4.000	7.000	62.747	17.742	65.207
2.000	17.000	4.000	8.000	17.590	21.578	27.839
2.000	17.000	4.000	9.000	-29.390	4.942	29.803
2.000	17.000	4.000	10.000	-8.753	20.160	21.978
