Grp	sID	Phase	Trial	S/L	L/R	RE	
1.000	4.000	4.000	1.000	90.000	-40.568	98.721
1.000	4.000	4.000	2.000	90.000	-13.559	91.016
1.000	4.000	4.000	3.000	90.000	-35.528	96.759
1.000	4.000	4.000	4.000	84.770	-30.124	89.963
1.000	4.000	4.000	5.000	90.000	-28.833	94.506
1.000	4.000	4.000	6.000	90.000	-35.730	96.833
1.000	4.000	4.000	7.000	90.000	-46.483	101.295
1.000	4.000	4.000	8.000	90.000	-44.734	95.400
1.000	4.000	4.000	9.000	90.000	-39.277	98.197
1.000	4.000	4.000	10.000	90.000	-37.547	97.518
