Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	12.000	4.000	1.000	71.498	-33.370	78.902
2.000	12.000	4.000	2.000	9.879	-11.293	15.004
2.000	12.000	4.000	3.000	90.000	16.322	91.468
2.000	12.000	4.000	4.000	29.173	30.235	42.015
2.000	12.000	4.000	5.000	102.265	-40.586	110.024
2.000	12.000	4.000	6.000	90.000	-6.368	90.225
2.000	12.000	4.000	7.000	95.263	-11.751	95.985
2.000	12.000	4.000	8.000	90.000	-29.380	94.674
2.000	12.000	4.000	9.000	90.000	-7.239	90.291
2.000	12.000	4.000	10.000	90.000	-2.927	90.048
