Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	7.000	4.000	1.000	25.921	-7.733	27.050
2.000	7.000	4.000	2.000	-32.665	-5.661	33.152
2.000	7.000	4.000	3.000	-19.698	-9.968	22.076
2.000	7.000	4.000	4.000	-52.529	2.258	52.577
2.000	7.000	4.000	5.000	-72.494	3.822	72.595
2.000	7.000	4.000	6.000	46.233	-12.908	48.001
2.000	7.000	4.000	7.000	34.545	-15.817	37.994
2.000	7.000	4.000	8.000	99.687	-11.633	100.364
2.000	7.000	4.000	9.000	-78.101	-0.464	78.102
2.000	7.000	4.000	10.000	-72.824	-0.289	72.825
