Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	30.000	4.000	1.000	74.885	-43.076	86.391
2.000	30.000	4.000	2.000	101.627	-45.268	111.253
2.000	30.000	4.000	3.000	30.905	-31.548	44.163
2.000	30.000	4.000	4.000	42.331	-32.318	53.257
2.000	30.000	4.000	5.000	52.934	-34.033	62.930
2.000	30.000	4.000	6.000	92.136	-33.316	97.975
2.000	30.000	4.000	7.000	42.661	-26.750	50.354
2.000	30.000	4.000	8.000	27.288	-33.748	43.400
2.000	30.000	4.000	9.000	21.992	-12.766	25.429
2.000	30.000	4.000	10.000	42.461	-26.840	50.232
