Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	23.000	4.000	1.000	-0.435	-19.839	19.844
2.000	23.000	4.000	2.000	19.520	-17.819	26.430
2.000	23.000	4.000	3.000	90.000	-35.346	96.692
2.000	23.000	4.000	4.000	27.368	-33.198	43.024
2.000	23.000	4.000	5.000	44.381	-30.372	53.778
2.000	23.000	4.000	6.000	88.734	-36.972	96.128
2.000	23.000	4.000	7.000	88.083	-45.611	99.192
2.000	23.000	4.000	8.000	68.307	-36.336	77.370
2.000	23.000	4.000	9.000	90.000	-46.915	101.494
2.000	23.000	4.000	10.000	59.393	-32.835	67.865
