Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	52.000	4.000	1.000	-21.610	-13.678	25.575
2.000	52.000	4.000	2.000	-41.675	-4.825	41.953
2.000	52.000	4.000	3.000	100.053	-11.580	100.721
2.000	52.000	4.000	4.000	31.129	2.229	31.209
2.000	52.000	4.000	5.000	-1.537	6.737	6.910
2.000	52.000	4.000	6.000	21.087	3.924	21.449
2.000	52.000	4.000	7.000	47.478	-9.049	48.333
2.000	52.000	4.000	8.000	49.976	7.234	50.497
2.000	52.000	4.000	9.000	91.193	-33.889	97.286
2.000	52.000	4.000	10.000	4.696	3.593	5.913
