Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	15.000	4.000	1.000	-45.020	-7.933	45.714
2.000	15.000	4.000	2.000	-70.347	-1.524	70.363
2.000	15.000	4.000	3.000	-60.663	-2.619	60.720
2.000	15.000	4.000	4.000	-123.077	0.244	123.077
2.000	15.000	4.000	5.000	-76.118	-1.023	76.125
2.000	15.000	4.000	6.000	-92.751	-1.480	92.763
2.000	15.000	4.000	7.000	-51.864	-5.474	52.152
2.000	15.000	4.000	8.000	-88.051	0.664	88.053
2.000	15.000	4.000	9.000	-23.897	-12.769	27.095
2.000	15.000	4.000	10.000	-29.270	-8.845	30.578
