Grp	sID	Phase	Trial	S/L	L/R	RE	
1.000	20.000	4.000	1.000	85.093	-3.241	85.155
1.000	20.000	4.000	2.000	90.000	-14.825	91.213
1.000	20.000	4.000	3.000	90.000	21.467	92.525
1.000	20.000	4.000	4.000	119.922	19.782	121.543
1.000	20.000	4.000	5.000	90.000	-10.271	90.584
1.000	20.000	4.000	6.000	67.848	12.577	69.004
1.000	20.000	4.000	7.000	90.000	15.934	91.400
1.000	20.000	4.000	8.000	90.000	18.107	91.803
1.000	20.000	4.000	9.000	75.990	-8.288	76.441
1.000	20.000	4.000	10.000	90.000	-3.889	90.084
