Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	8.000	4.000	1.000	25.758	-17.335	31.048
2.000	8.000	4.000	2.000	57.979	-3.820	58.105
2.000	8.000	4.000	3.000	47.304	-18.021	50.620
2.000	8.000	4.000	4.000	90.000	-27.325	94.057
2.000	8.000	4.000	5.000	51.515	-32.319	60.814
2.000	8.000	4.000	6.000	46.227	-12.438	47.871
2.000	8.000	4.000	7.000	29.479	-30.361	42.318
2.000	8.000	4.000	8.000	62.288	-5.289	62.512
2.000	8.000	4.000	9.000	15.768	-24.876	29.452
2.000	8.000	4.000	10.000	77.664	-33.984	84.774
