Grp	sID	Phase	Trial	S/L	L/R	RE	
1.000	43.000	4.000	1.000	28.612	-10.449	30.461
1.000	43.000	4.000	2.000	56.834	10.156	57.734
1.000	43.000	4.000	3.000	101.169	-16.699	102.538
1.000	43.000	4.000	4.000	117.770	-7.910	118.035
1.000	43.000	4.000	5.000	90.000	11.230	90.698
1.000	43.000	4.000	6.000	90.000	-6.933	90.267
1.000	43.000	4.000	7.000	106.051	13.574	106.917
1.000	43.000	4.000	8.000	114.157	-10.840	114.670
1.000	43.000	4.000	9.000	105.173	-10.449	105.690
1.000	43.000	4.000	10.000	90.000	-10.644	90.627
