Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	16.000	4.000	1.000	58.626	-24.277	63.454
2.000	16.000	4.000	2.000	109.515	-15.989	110.676
2.000	16.000	4.000	3.000	90.000	-29.176	94.611
2.000	16.000	4.000	4.000	90.000	-45.526	100.859
2.000	16.000	4.000	5.000	113.093	-31.395	117.369
2.000	16.000	4.000	6.000	119.228	-33.940	123.965
2.000	16.000	4.000	7.000	86.371	-41.286	95.731
2.000	16.000	4.000	8.000	86.393	-29.104	91.164
2.000	16.000	4.000	9.000	121.955	-35.212	126.936
2.000	16.000	4.000	10.000	102.759	-33.227	107.997
