Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	18.000	4.000	1.000	-135.440	0.139	135.440
2.000	18.000	4.000	2.000	68.136	-13.204	69.404
2.000	18.000	4.000	3.000	90.000	-14.763	91.203
2.000	18.000	4.000	4.000	90.000	-11.504	90.732
2.000	18.000	4.000	5.000	90.000	-35.853	96.879
2.000	18.000	4.000	6.000	90.000	-35.076	96.594
2.000	18.000	4.000	7.000	90.000	-16.795	91.554
2.000	18.000	4.000	8.000	90.000	-24.594	93.300
2.000	18.000	4.000	9.000	90.000	-26.771	93.897
2.000	18.000	4.000	10.000	90.000	-24.409	93.251
