Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	7.000	1.000	1.000	83.362	-44.910	94.690
2.000	7.000	1.000	2.000	90.000	-40.996	98.897
2.000	7.000	1.000	3.000	24.069	-31.114	39.337
2.000	7.000	1.000	4.000	90.000	-6.555	90.238
2.000	7.000	1.000	5.000	88.352	-44.421	98.890
2.000	7.000	1.000	6.000	54.498	-34.441	64.469
2.000	7.000	1.000	7.000	49.313	-9.491	50.218
2.000	7.000	1.000	8.000	90.000	-29.548	94.727
2.000	7.000	1.000	9.000	90.000	-30.723	95.099
2.000	7.000	1.000	10.000	15.557	-30.625	34.350
