Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	12.000	1.000	1.000	72.855	-15.163	74.416
2.000	12.000	1.000	2.000	-10.754	-23.707	26.032
2.000	12.000	1.000	3.000	-82.997	-2.682	83.041
2.000	12.000	1.000	4.000	8.679	-28.187	29.493
2.000	12.000	1.000	5.000	-80.450	-1.129	80.457
2.000	12.000	1.000	6.000	-17.387	-20.551	26.920
2.000	12.000	1.000	7.000	-23.045	-17.889	29.173
2.000	12.000	1.000	8.000	-2.717	-18.560	18.758
2.000	12.000	1.000	9.000	-78.100	-0.259	78.100
2.000	12.000	1.000	10.000	-54.363	-3.975	54.508
