Grp	sID	Phase	Trial	S/L	L/R	RE	
1.000	60.000	1.000	1.000	-8.670	-8.670	12.261
1.000	60.000	1.000	2.000	-21.773	-25.221	33.319
1.000	60.000	1.000	3.000	-45.812	-14.581	48.076
1.000	60.000	1.000	4.000	73.299	-36.255	81.775
1.000	60.000	1.000	5.000	79.998	-44.235	91.414
1.000	60.000	1.000	6.000	85.811	-33.497	92.117
1.000	60.000	1.000	7.000	98.323	-33.792	103.968
1.000	60.000	1.000	8.000	23.152	-33.497	40.719
1.000	60.000	1.000	9.000	107.190	-40.196	114.479
1.000	60.000	1.000	10.000	12.808	-31.132	33.664
