Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	10.000	1.000	1.000	49.817	-8.734	50.577
2.000	10.000	1.000	2.000	6.798	-18.614	19.817
2.000	10.000	1.000	3.000	5.519	-15.970	16.896
2.000	10.000	1.000	4.000	-0.664	-12.157	12.176
2.000	10.000	1.000	5.000	-10.961	-10.607	15.253
2.000	10.000	1.000	6.000	-47.735	-4.399	47.937
2.000	10.000	1.000	7.000	-24.289	-13.082	27.588
2.000	10.000	1.000	8.000	-14.491	-10.026	17.621
2.000	10.000	1.000	9.000	-32.852	5.823	33.364
2.000	10.000	1.000	10.000	-25.381	-5.731	26.020
