Grp	sID	Phase	Trial	S/L	L/R	RE	
1.000	56.000	1.000	1.000	82.735	13.133	83.771
1.000	56.000	1.000	2.000	-2.157	-5.074	5.514
1.000	56.000	1.000	3.000	1.539	-12.893	12.984
1.000	56.000	1.000	4.000	8.477	-10.757	13.695
1.000	56.000	1.000	5.000	-13.284	-1.929	13.424
1.000	56.000	1.000	6.000	11.906	-4.318	12.665
1.000	56.000	1.000	7.000	23.328	-6.291	24.161
1.000	56.000	1.000	8.000	47.025	-24.302	52.933
1.000	56.000	1.000	9.000	54.286	-4.687	54.488
1.000	56.000	1.000	10.000	52.423	-9.078	53.203
