Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	13.000	1.000	1.000	-13.172	-27.349	30.356
2.000	13.000	1.000	2.000	-0.834	-25.662	25.675
2.000	13.000	1.000	3.000	89.878	-36.562	97.030
2.000	13.000	1.000	4.000	-30.033	-18.762	35.412
2.000	13.000	1.000	5.000	31.098	-27.660	41.619
2.000	13.000	1.000	6.000	-5.066	-14.896	15.734
2.000	13.000	1.000	7.000	50.205	-32.424	59.765
2.000	13.000	1.000	8.000	19.736	-27.485	33.837
2.000	13.000	1.000	9.000	0.832	-26.540	26.553
2.000	13.000	1.000	10.000	-1.640	-13.519	13.618
