Grp	sID	Phase	Trial	S/L	L/R	RE	
1.000	21.000	1.000	1.000	113.727	-34.454	118.832
1.000	21.000	1.000	2.000	90.000	-29.060	94.575
1.000	21.000	1.000	3.000	105.788	-32.794	110.755
1.000	21.000	1.000	4.000	79.924	-28.229	84.763
1.000	21.000	1.000	5.000	90.000	-36.543	97.136
1.000	21.000	1.000	6.000	90.000	-27.436	94.089
1.000	21.000	1.000	7.000	122.769	-38.349	128.619
1.000	21.000	1.000	8.000	88.534	-36.626	95.811
1.000	21.000	1.000	9.000	90.000	-29.974	94.860
1.000	21.000	1.000	10.000	109.380	-38.614	115.996
