Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	46.000	1.000	1.000	-8.247	-21.174	22.723
2.000	46.000	1.000	2.000	-75.487	0.256	75.487
2.000	46.000	1.000	3.000	90.000	-34.609	96.425
2.000	46.000	1.000	4.000	54.068	-15.543	56.258
2.000	46.000	1.000	5.000	58.970	-6.569	59.334
2.000	46.000	1.000	6.000	19.677	-23.771	30.858
2.000	46.000	1.000	7.000	-13.184	-0.168	13.185
2.000	46.000	1.000	8.000	-18.955	-4.550	19.493
2.000	46.000	1.000	9.000	33.187	-7.687	34.065
2.000	46.000	1.000	10.000	25.861	-8.355	27.177
