Grp	sID	Phase	Trial	S/L	L/R	RE	
1.000	29.000	1.000	1.000	90.000	21.153	92.452
1.000	29.000	1.000	2.000	90.000	-37.330	97.435
1.000	29.000	1.000	3.000	90.000	29.639	94.755
1.000	29.000	1.000	4.000	90.000	6.088	90.206
1.000	29.000	1.000	5.000	90.000	45.473	100.836
1.000	29.000	1.000	6.000	90.000	-0.526	90.002
1.000	29.000	1.000	7.000	90.000	31.549	95.370
1.000	29.000	1.000	8.000	90.000	43.590	100.000
1.000	29.000	1.000	9.000	90.000	6.357	90.224
1.000	29.000	1.000	10.000	90.000	22.303	92.722
