Grp	sID	Phase	Trial	S/L	L/R	RE	
1.000	35.000	1.000	1.000	51.861	-8.593	52.568
1.000	35.000	1.000	2.000	90.000	-1.493	90.012
1.000	35.000	1.000	3.000	89.350	15.006	90.601
1.000	35.000	1.000	4.000	90.000	6.568	90.239
1.000	35.000	1.000	5.000	90.000	31.051	95.206
1.000	35.000	1.000	6.000	90.000	-3.006	90.050
1.000	35.000	1.000	7.000	90.000	-22.017	92.654
1.000	35.000	1.000	8.000	90.000	-34.154	96.263
1.000	35.000	1.000	9.000	90.000	-4.917	90.134
1.000	35.000	1.000	10.000	90.000	-25.600	93.570
