Grp	sID	Phase	Trial	S/L	L/R	RE	
1.000	25.000	1.000	1.000	-4.384	-25.366	25.742
1.000	25.000	1.000	2.000	81.104	-12.423	82.050
1.000	25.000	1.000	3.000	90.000	-36.381	97.075
1.000	25.000	1.000	4.000	-4.685	-6.306	7.856
1.000	25.000	1.000	5.000	2.331	-16.582	16.745
1.000	25.000	1.000	6.000	5.777	-9.261	10.915
1.000	25.000	1.000	7.000	21.571	-13.550	25.474
1.000	25.000	1.000	8.000	63.629	-8.767	64.230
1.000	25.000	1.000	9.000	50.824	-18.637	54.134
1.000	25.000	1.000	10.000	90.480	-15.736	91.838
