Grp	sID	Phase	Trial	S/L	L/R	RE	
1.000	42.000	1.000	1.000	101.076	-36.505	107.467
1.000	42.000	1.000	2.000	-23.944	-1.963	24.025
1.000	42.000	1.000	3.000	32.286	-16.683	36.341
1.000	42.000	1.000	4.000	-21.197	-9.224	23.117
1.000	42.000	1.000	5.000	23.944	-7.851	25.198
1.000	42.000	1.000	6.000	90.000	-31.795	95.451
1.000	42.000	1.000	7.000	46.613	-23.748	52.314
1.000	42.000	1.000	8.000	92.735	-10.206	93.295
1.000	42.000	1.000	9.000	125.511	-18.547	126.874
1.000	42.000	1.000	10.000	99.310	-15.309	100.483
