Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	41.000	1.000	1.000	90.000	-16.858	91.565
2.000	41.000	1.000	2.000	46.212	-5.897	46.587
2.000	41.000	1.000	3.000	-1.691	-10.279	10.417
2.000	41.000	1.000	4.000	20.840	-8.084	22.353
2.000	41.000	1.000	5.000	97.721	-8.477	98.088
2.000	41.000	1.000	6.000	7.813	-8.737	11.720
2.000	41.000	1.000	7.000	20.540	-10.728	23.173
2.000	41.000	1.000	8.000	40.415	-13.227	42.524
2.000	41.000	1.000	9.000	14.475	-7.774	16.431
2.000	41.000	1.000	10.000	6.053	-7.655	9.759
