Grp	sID	Phase	Trial	S/L	L/R	RE	
1.000	2.000	1.000	1.000	41.296	-17.133	44.709
1.000	2.000	1.000	2.000	12.131	-16.338	20.349
1.000	2.000	1.000	3.000	12.371	-4.730	13.244
1.000	2.000	1.000	4.000	118.976	-35.284	124.098
1.000	2.000	1.000	5.000	90.000	-28.765	94.485
1.000	2.000	1.000	6.000	-23.657	-12.786	26.891
1.000	2.000	1.000	7.000	57.775	-19.050	60.835
1.000	2.000	1.000	8.000	44.990	-20.562	49.466
1.000	2.000	1.000	9.000	90.000	-16.189	91.444
1.000	2.000	1.000	10.000	5.318	-12.410	13.501
