Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	9.000	1.000	1.000	57.972	-8.308	58.565
2.000	9.000	1.000	2.000	8.523	-14.508	16.826
2.000	9.000	1.000	3.000	8.718	-17.921	19.929
2.000	9.000	1.000	4.000	-22.247	-7.767	23.564
2.000	9.000	1.000	5.000	-31.595	-5.396	32.053
2.000	9.000	1.000	6.000	30.337	-22.384	37.701
2.000	9.000	1.000	7.000	9.856	-16.717	19.406
2.000	9.000	1.000	8.000	-47.902	-5.667	48.236
2.000	9.000	1.000	9.000	-23.379	-9.167	25.112
2.000	9.000	1.000	10.000	24.545	-17.958	30.413
